_id,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,shoots,weight
haddaha01,13.3,2.2,2.5,1.6,46.3,Right,254lb
hadnoji01,18.2,17.5,12.2,6.2,46.7,Right,235lb
haffnsc01,8.4,4.3,1.1,0.1,41,Right,180lb
hagancl01,19.8,17.7,6.6,85.3,45.4,Right,210lb
hagangl01,18.1,1.8,1,0.1,42.9,Right,170lb
haganto01,10.8,4.9,1.5,1.1,44.8,Right,185lb
hahnro01,0,1,0,0.1,,Right,240lb
hairsal01,7.2,2.2,1,0.5,,Right,170lb
hairsha01,16.5,14.8,10.3,70,,Right,225lb
hairsli01,14.8,5.8,3.8,1,,Right,180lb
hairsma01,11.7,2.4,1.2,0.8,52,Right,220lb
hairspj02,7.6,6,2.4,0.9,43.1,Right,230lb
haislma01,10.8,3.5,1.5,0.5,44.9,Right,230lb
halbech01,0,8.8,7.9,17.3,,Right,225lb
halbrsw01,10.1,5.5,6.6,0.3,,Right,235lb
halebr01,0,9.1,1.9,9.2,,Right,170lb
haleha01,5.6,5,2.9,1,36.9,Right,180lb
haleyja01,9.7,3.5,2.7,2.9,42.5,Right,240lb
halimsh01,11.8,6.2,3.1,0.5,40.1,Left,199lb
hallmi01,3.1,1,1,0,25,Right,230lb
hallije01,13.9,6.1,1.6,1.4,,Right,193lb
hamda01,9,2.7,2.3,5.6,52,Right,220lb
hamerst01,8.9,2.2,1.7,0.2,52.6,Right,245lb
hamilda01,0,1.8,0,0.3,,Right,180lb
hamilda02,8.5,2.8,2.1,0,46.5,Right,195lb
hamilde01,12.2,4.6,3.1,4,51.1,Right,210lb
hamiljo01,13.3,12,2.6,12.4,44,Right,160lb
hamiljo02,13.4,5.9,2.8,3,48.9,Right,220lb
hamilju01,13.9,6.1,3.6,3.7,52.3,Right,260lb
hamilra01,0,6,0,1.4,,Right,188lb
hamilri01,16.5,17.1,3.1,62.8,46.9,Right,185lb
hamilro01,9.1,4.6,1.5,0.4,40,Right,180lb
hamilst01,9.3,4.5,3.4,0.9,,Left,190lb
hamilta01,10.9,2.2,2,0.2,52.6,Right,220lb
hamilth01,9.9,3.2,3.4,0.3,40,Right,330lb
hamilze01,14,4.4,3.5,3,44,Left,250lb
hammige01,14,1.8,0.9,0.1,40,Right,262lb
hammoju01,16.3,10.8,6.2,24.8,51.4,Left,205lb
hammoto01,11,5.3,3.3,14.7,48,Right,215lb
hammoaj01,8.4,2.2,1.6,0,46.4,Right,260lb
hamoojo01,10.1,9.9,2.9,0.3,34.4,Right,180lb
hancoda01,10.5,3.5,1.3,1.1,53.2,Right,205lb
handlbe01,12.8,4.3,3.2,0.9,52.3,Right,240lb
hankice01,0,4.9,0,3.4,,Right,175lb
hankiph01,18,3.9,1.8,0.6,,Right,195lb
hannadu01,4.5,4,0.5,0.1,25,Right,210lb
hannual01,6.5,6,4.5,11.4,,Right,210lb
hanrado01,14.1,1.8,1.7,0.2,,Right,200lb
hansro01,10.3,7,2.2,0.6,,Right,210lb
hansbbe01,7.2,2,0.6,0.2,40,Right,203lb
hansbty01,14.8,6.7,4.2,20.2,44,Right,250lb
hansebo01,10,6.9,2.2,15.4,49.1,Right,190lb
hansegl01,11.7,5.3,2.2,1,,Right,205lb
hansela01,13.6,5.1,3.9,0.6,,Right,225lb
hansetr01,7.2,3,1.7,0.2,38.8,Right,205lb
hansore01,6.9,0.8,0.8,0,50,Right,195lb
hanzlbi01,11.2,7.2,2.8,24.7,43.9,Right,185lb
haranlu01,10.2,3.6,2.8,0.9,41.5,Right,246lb
hardaan01,17.4,15.2,4.5,61.9,48.6,Right,195lb
hardati01,18.6,17.7,3.3,85,49,Right,175lb
hardati02,13.5,13.1,2.6,15.1,50.2,Right,205lb
hardeja01,24.4,24.3,5.2,121.9,52.5,Left,220lb
hardire01,12.9,9.5,9.6,7.3,41.9,Right,249lb
hardnch01,15.4,7.3,5.7,3,,Right,225lb
hardyal01,9.7,3.2,0.9,0,43.1,Right,195lb
hardyda01,19.3,5.2,3.3,0.5,43.2,Right,220lb
hardyja01,11.4,5.7,5.3,6.3,48.2,Right,220lb
hargeir01,12.5,10.3,11.6,16.3,45,Right,225lb
hargijo01,0,8.6,2.3,9.1,,Right,180lb
harklma01,12.5,7.3,3.7,19.2,52.5,Right,220lb
harknje01,13.8,7.2,2.7,3.4,44.1,Left,175lb
harlisk01,14.8,4.1,0.6,0.5,,Right,185lb
harmoje01,10.1,4.6,2.3,0,40.6,Right,190lb
harpede01,16,13.3,2.4,86.8,50.3,Right,185lb
harpeju01,3.6,2,0.8,0.3,41.5,Right,225lb
harpemi01,11.3,5,3.5,2.4,47.4,Right,195lb
harpero01,15.6,13.8,4.3,65.8,46.8,Right,185lb
harprma01,15.3,11.5,5.1,41.9,49.4,Right,231lb
harremo01,22.1,11.2,4.4,19.2,63,Right,240lb
harrejo01,13.4,3.5,3,2.1,50.6,Right,275lb
harriad01,7.4,1.6,0.4,0,36.5,Right,200lb
harrial01,14.3,13.5,5.6,42.5,48.7,Right,230lb
harriju01,7.1,5.2,2.7,0.9,38.4,Right,180lb
harriot01,12.5,7.4,4.4,23.1,50.5,Left,235lb
harriar01,9.4,9.1,2.4,1.7,,Right,185lb
harribe01,3.6,0.5,0.7,0.1,,Right,200lb
harribi01,10.5,8,1.6,0.4,41,Right,185lb
harribo01,12.6,6.8,6.9,15.7,,Right,195lb
harrich01,3.7,2.5,1.1,0.8,,Right,190lb
harride01,16,10.8,2.2,54.9,48.3,Right,185lb
harriel01,7.6,0,0.5,0,0,Right,239lb
harriga01,13.7,12.4,2.6,16,53.4,Right,210lb
harrijo01,11.9,9.4,2.8,10.4,59.7,Right,218lb
harrilu01,12.8,7.2,2.3,28.7,46.5,Right,190lb
harrima01,10.7,6.2,2.7,0.1,43,Right,185lb
harrimi01,14.4,3.4,2.1,1,46.4,Right,240lb
harrist01,13.3,7,1.8,3.1,43.5,Right,195lb
harrite01,3.5,2.3,1.8,0.6,33.6,Right,190lb
harrito02,16.7,15.4,6,39.4,52.1,Right,235lb
harrito01,9.7,4.9,0.8,0,31.8,Right,190lb
harriaa01,4.5,2.3,1.2,0.1,32.6,Right,210lb
harrian01,10.3,7,2,3.2,42.9,Right,213lb
harribo02,7.1,7.2,2.5,13.2,,Right,190lb
harrida01,10.9,5,2.9,3.2,53,Right,280lb
harrish01,13,6.5,2.9,2.2,46.9,Left,190lb
hartja01,12.2,4.8,1.7,8.6,43.9,Right,185lb
hartjo01,10.6,7.9,3.9,5.5,53.6,Right,215lb
harteis01,10,1.9,1.7,0.5,51.2,Left,249lb
harvean01,9.7,3,2.3,0.3,40.8,Right,225lb
harvedo01,12.5,5.6,4,4.7,46,Left,220lb
haskisc01,11.3,2,2,0.3,46.7,Right,250lb
haskicl01,15.2,12.8,3.1,35.8,,Right,195lb
hasleud01,13,7.6,6.7,50.7,49,Right,235lb
hassetr01,8.4,5.8,2.8,13.8,45.9,Right,200lb
hassebi01,0,4.5,1.1,1.6,,Right,180lb
hassejo01,12.9,5.9,1.1,6.4,47.8,Right,180lb
hastisc01,9.2,2.8,2.2,9.8,45.2,Right,235lb
hastoki01,1.5,1.2,1,0.5,23.2,Right,242lb
hattove01,6.2,5.5,2.4,0.3,,Right,195lb
havlijo01,17.5,20.8,6.3,131.7,,Right,203lb
hawessp01,14,8.7,5.7,22.6,49,Right,245lb
hawesst01,14.3,8.4,6.2,37.1,48.5,Right,220lb
hawkiro01,18,12.7,2.3,3,,Left,190lb
hawkico01,19.9,18.7,8.8,76.7,48,Right,210lb
hawkihe01,16.3,14.7,3.6,90.6,51.8,Right,190lb
hawkiju01,7.3,2.3,1.3,0.4,41.9,Left,220lb
hawkima01,0,3.9,0,0.1,,Right,205lb
hawkimi01,8.6,1.8,0.9,0.2,44.6,Right,178lb
hawkito01,10.7,8.7,6,24.1,,Right,210lb
hawthna01,12.3,5.4,2.1,1.7,,Right,190lb
hayesch01,12.2,3.7,5,28.8,49.8,Right,240lb
hayesel01,17.7,21,12.5,120.8,45.2,Right,235lb
hayesja01,10.8,8.3,3.1,10.2,47.4,Right,220lb
hayesji01,6,3.1,1,0.6,42.2,Left,200lb
hayesni01,6.4,3,2.4,0.1,39.4,Right,254lb
hayesst01,8.4,2.6,2.5,2.9,48.2,Right,205lb
haywago01,17.5,15.1,4.2,47.9,50.3,Right,225lb
haywala01,9,2.9,1.3,0.2,39.9,Right,225lb
haywobr01,14.6,6.8,6,43.8,52.8,Right,268lb
haywosp01,19.1,20.3,10.3,78.5,46.9,Right,225lb
hazenjo01,0,3,0,0.2,,Right,172lb
abdulma01,15,12.6,3,30.3,,Right,185lb
headlu01,12.3,8.2,2.4,14.7,51.5,Right,185lb
healsh01,5,2,0.4,0.4,37.2,Right,180lb
heanebr01,8.3,2,0.3,0.2,,Right,180lb
heardga01,13.1,8.7,7.5,27,41.4,Right,219lb
hearnre01,13.1,1,0,0,75,Right,210lb
heddehe01,0.8,0.8,0.8,0.1,,Right,170lb
heggsal01,20.7,2,0.5,0.1,60,Right,225lb
heinsto01,17.8,18.6,8.8,60,,Right,218lb
hemridi01,13.4,6.3,5.1,5.3,,Right,220lb
hendeal01,14.5,7.8,5,28,46.9,Right,235lb
hendece01,15.3,1.4,1,0,50,Right,210lb
hendece02,9.2,7.3,2.9,3.3,43.7,Right,215lb
hendeda01,6.7,5.7,1.6,0.4,40.5,Right,195lb
hendege01,13.4,8.9,1.7,32.1,48.7,Right,175lb
hendege02,13.4,11.2,3.2,18.3,46.4,Right,215lb
hendejr01,9,3.2,1.6,0.2,37.5,Right,226lb
hendeje01,0.7,2.3,1.1,0.1,37.5,Right,230lb
hendeke01,6.4,3,1.1,0.2,39.3,Right,195lb
hendeto01,12.8,9.4,2.3,22.1,43.3,Right,190lb
hendrma01,10.6,3.3,2.8,2.1,42.1,Left,220lb
hennela01,8.7,4.5,1.3,0.9,,Right,185lb
henrido01,11.4,7.2,7.2,4.3,,Right,225lb
henryal01,13.6,4,3,0.7,,Left,190lb
henrybi01,0,6.5,0,5.4,,Right,215lb
henryca01,12.5,2.8,0.7,0.2,49.3,Right,205lb
henryco01,9.7,3.3,0.9,0.1,43.5,Right,195lb
henrymy01,9.7,5.4,1.9,0.1,46.3,Right,210lb
henrysk01,5.6,1,0.5,0,20,Right,190lb
henryxa01,9.3,5.7,1.9,0.8,42.8,Left,220lb
hensojo01,17.1,7.8,5.4,19.3,54.2,Right,219lb
hensost01,11.5,3.1,0.7,3.8,48.6,Right,177lb
hentzch01,11.5,6,6.8,1.3,46.9,Right,210lb
hermabi01,0,4.3,0,0.1,,Right,170lb
hermskl01,6.2,9.3,5.8,11.6,,Right,225lb
hernaju01,11.7,5.1,3.2,5.1,54,Right,230lb
hernawi01,19.8,7,5.6,7.8,54.3,Right,240lb
herrech01,7.8,3.2,1,0.5,42.7,Right,197lb
herreca01,10.5,5.3,3.6,9,47.6,Right,215lb
herrmwa01,14,5.4,2.1,4.1,54.2,Right,225lb
herroke01,12.6,9.8,2,3.2,43.9,Right,195lb
hertzso01,0,8.7,4,10.8,,Right,175lb
hesteda01,14.9,5.9,5.6,0.5,40.6,Right,210lb
hetzefr01,14.5,11.2,5.9,15.9,,Right,220lb
hewitbi01,10.1,5.7,5.5,5.2,,Right,210lb
hewsoja01,0,2.7,0,0.1,,Right,195lb
heymaar01,16,13,4.7,19.3,43.8,Right,205lb
hezonma01,10.7,7.3,3,2.4,48.3,Right,225lb
hibbero01,15.5,10,6.3,35.9,46.5,Right,270lb
hickena01,0,1,0,0.1,,Right,180lb
hicksis01,8,4.4,2.3,0.1,47.5,Right,230lb
hicksph01,11,2.3,1.6,0.5,,Right,205lb
hicksjj01,16.1,9.5,6.8,21.9,50.5,Right,242lb
hieldbu01,15.4,14.9,4,10,54.5,Right,214lb
higgibi01,6.1,9.2,1.4,0.6,44.2,Right,180lb
higgico01,4.7,3.7,0.9,1.3,33.8,Right,180lb
higgiea01,13.6,4.4,2.4,0.8,47.3,Right,195lb
higgimi01,7.2,1.7,0.5,0.2,50,Right,220lb
higgiro01,13.5,9,3.6,37.8,49.8,Right,200lb
higgise01,9.5,6.3,1.8,0.4,46.4,Right,205lb
higgske01,11.6,6.8,1.8,4.6,44.4,Right,180lb
highjo01,9.4,5.1,2.3,4.7,43.7,Right,185lb
highsha01,4.5,1.8,1,0,45,Right,220lb
hightwa01,13.1,11.6,7,18.8,38.1,Right,192lb
hilarne01,17.1,11.3,6,73.3,54.8,Right,250lb
hillar01,10.2,6.9,2,11.3,40.8,Right,190lb
hillcl01,9.1,5.5,3.1,0.3,,Right,185lb
hillga01,7.4,4.7,1.6,0.4,,Right,185lb
hillge01,14.9,11.2,3.1,59.9,52.2,Right,188lb
hillgr01,19,16.7,6,99.9,49.2,Right,225lb
hilljo01,16.3,7.9,5.8,16.4,49.7,Right,235lb
hillsi01,11.5,9.7,5.3,6.9,44,Right,233lb
hillso01,9,5.9,3.3,9.2,46.7,Right,225lb
hillst01,88.3,2,3,0,100,Left,248lb
hillty01,14,9.4,8.6,56.2,50.2,Right,240lb
hillhar01,0,5.9,0,6,,Right,220lb
hillida01,7.7,3.2,0.9,0.3,43.3,Left,205lb
hillmda01,13.4,9.8,7.6,31.1,47.7,Right,215lb
hiltofr01,11.3,9.4,2.1,3.5,,Right,185lb
hinriki01,12.8,10.9,2.9,52.5,48,Right,190lb
hinsoro01,14.7,14.2,6.8,30.2,49.9,Right,210lb
hirscme01,0,1.5,0,0.2,,Right,165lb
hitchle01,10.4,5,5.3,11.5,,Right,200lb
hitero01,7.4,4.3,1.3,0.2,35.8,Left,184lb
hobsoda01,3.3,0.8,0.6,0.2,15.4,Left,210lb
hodgedo01,10.5,4.7,3.2,1.8,43.9,Right,230lb
hodgeju01,10.7,1.2,0.7,0,44,Right,210lb
hodgecr01,11.8,8.5,1.3,27.2,51.6,Right,190lb
hoefech01,0,5.6,0,0.9,,Right,158lb
hoffmpa01,12.1,10.2,5.1,12.9,,Right,195lb
hogsebo01,5.3,1.9,1.3,0,33.3,Right,230lb
hoguedu01,7.1,6.3,7.1,1.1,,Right,240lb
hoibefr01,13.7,5.4,2.7,27.6,51.4,Right,203lb
holcodo01,0,5,0,0.1,,Right,200lb
holcora01,8.2,0.5,0.3,0,100,Left,225lb
holidaa01,11.9,5.9,1.3,0.9,48.3,Right,185lb
holidjr01,16.9,15.6,3.8,39.1,49.8,Right,205lb
holidju01,10.8,8.1,2.8,8,48.5,Right,181lb
hollabr01,10.2,3.2,0.6,0.4,41,Right,180lb
hollajo01,11.5,5.8,4.2,1.9,,Right,185lb
hollajo02,5.9,2.2,1,0.2,38.1,Right,205lb
hollawi01,14.2,13.6,3.1,14,,Left,175lb
hollili01,13,11.6,2.4,22.9,44.5,Left,185lb
holliry01,11,3.7,2.2,10.4,58.4,Right,240lb
hollies01,11.8,2.8,1.8,0.1,,Right,195lb
holliro01,14.6,9.9,5.9,9.1,45.5,Left,217lb
holmade01,8.6,3.8,1.7,0.3,37.3,Right,175lb
holmeri01,18.5,7.7,4.4,12.4,58.1,Right,235lb
holstji01,8.4,3.8,2.9,2.5,,Right,180lb
holtaw01,1.8,0.7,0.7,0.1,,Right,210lb
holtomi01,10.5,6.2,1.4,4.8,44.9,Left,185lb
holubdi01,0,10.5,0,4.2,,Right,205lb
holupjo01,11.3,7,4.4,4.2,,Right,215lb
holzmre01,7.3,6.1,1.5,1.8,,Right,175lb
honeyje01,10.6,5.1,1.9,0.3,45.8,Right,245lb
honeyty01,8.1,1.2,1,0.1,32.9,Right,188lb
hoodde01,24.2,0,0.5,0.1,0,Right,222lb
hoodro01,13.2,12.6,2.8,16,50.2,Left,206lb
hoopebo01,9.8,5,2,1.1,42.1,Right,180lb
hooseca01,12.9,5.6,3.9,0.9,43.3,Right,230lb
hooveto01,10.2,5.9,6.2,7.6,44.8,Right,230lb
hopkibo01,13.6,8.2,5.6,9.5,,Right,205lb
hoppeda01,11.3,5,3.8,3.6,51.9,Right,235lb
hopsode01,13.3,10.9,2.8,7.1,44,Right,200lb
hopsosc01,5.5,0.7,0,0.1,0,Right,204lb
horanjo01,1.9,1.8,0.5,0.1,,Right,190lb
hordgce01,10.6,7.6,5.9,2.2,47.7,Right,220lb
horfoal01,18.9,14.1,8.4,85.7,54.6,Right,245lb
horfoti01,4.4,1.5,1.3,0.5,30,Right,245lb
hornro01,5,2.5,2.4,0.3,29.2,Right,220lb
hornaje01,17.7,14.5,3.4,108.9,53,Right,190lb
hornede01,6.6,0.6,0.6,0,25,Right,230lb
horryro01,13.4,7,4.8,66.3,48.4,Right,220lb
hortoed01,14.5,4.5,2.4,0.4,49.4,Right,230lb
hoskebi01,13.6,4,2.5,3.2,,Right,225lb
houbrbo01,13.6,9.3,5.5,14.3,,Right,210lb
houseda01,12.3,8.2,3.4,2.9,57.3,Right,220lb
houseed01,13.2,7.5,1.7,20,49,Right,180lb
houstal01,14.9,17.3,2.9,55.3,49.8,Right,200lb
houstby01,10.2,3.9,3,3.9,46.4,Right,250lb
hovasto01,0.2,0,0,0,0,Right,205lb
howarbr01,10.3,6,2.8,0.9,45.9,Right,204lb
howardw01,21.6,17.4,12.6,128.9,58.3,Right,265lb
howargr01,10.5,3.4,2.5,0.6,,Right,215lb
howarjo01,16.7,14.3,5.7,38,47.6,Right,210lb
howarju01,14.6,13.4,6.1,59.4,46.9,Right,240lb
howarmo01,14.5,4.8,1.2,0.6,,Right,170lb
howarot01,13.7,4.2,2.9,0.2,,Right,220lb
howarst01,13.8,2.8,1.4,1.6,48.1,Left,225lb
howelba01,19.1,18.7,9.9,114.8,,Right,210lb
hubbabo01,0,3.6,0,0.9,,Right,215lb
hubbaph01,13.9,10.9,5.3,29,49.5,Right,215lb
hudsole01,13,4.7,1.4,0.2,43.1,Right,190lb
hudsolo01,17.4,20.2,4.4,81,,Right,210lb
hudsotr01,13.1,9,1.7,10.5,45.3,Right,170lb
huertma01,10.1,3.9,1.5,0.2,44.3,Right,200lb
huertke01,10.1,9.7,3.3,1.5,52.2,Right,190lb
huestjo01,6,2.5,2.4,0.7,44.1,Right,230lb
huffmna01,11.8,3.3,3.3,0.1,36,Right,245lb
hugheri01,8.2,5.2,1.7,0.5,41.3,Right,215lb
hugheed01,8.9,3.1,1,1.5,46.6,Right,165lb
hugheki01,11.4,3.8,5.6,13.9,47.9,Left,220lb
hughela01,14.9,14.1,4.2,32.3,43.5,Right,184lb
hugheri02,10.9,3.9,2.3,0.1,48.6,Right,235lb
hummero01,9.6,3.9,2.7,1.9,48.7,Right,215lb
hummejo01,10.2,6.9,5.3,4.8,,Right,230lb
humphry01,6.6,2.3,2.2,0.4,34.4,Right,235lb
humphis01,3.4,3,2.2,0.1,35.7,Right,255lb
humphja01,13.9,11.1,2.5,45,49.1,Right,185lb
humphkr01,15.4,6.7,5.4,30.3,46.9,Right,235lb
hundlho01,11.7,8.4,3.3,4.3,,Right,185lb
huntebr01,12.5,3.3,2.8,0.7,47.6,Right,260lb
huntece01,0,0,0,0,0,Right,180lb
huntech01,12.2,4.5,2.8,1.3,50.2,Right,240lb
huntele01,14.8,12.3,6.9,25.5,44.6,Right,210lb
hunteli01,12.1,8.5,2.2,32.9,45.8,Right,170lb
hunteot01,11,1.4,1.6,0.2,46.9,Right,225lb
hunterj01,8.4,3,1,0.4,47,Right,185lb
huntest01,13,4.5,3.2,10.6,56,Right,220lb
huntevi01,35.8,1.5,0.8,0,60,Right,208lb
hurlebo01,8.1,3.8,1.1,1.2,38.4,Right,165lb
hurlero01,0,5.2,0,1.4,,Right,170lb
hustoge01,12.7,8.8,1.4,11.9,48.5,Right,175lb
hustopa01,0,3.6,0,1.2,,Right,175lb
hutchme01,14.7,11.1,9.6,27.9,,Right,200lb
hutchch01,8.8,5.2,4.2,0.6,49.3,Right,197lb
huttojo01,8,2.5,1.6,2.2,,Right,170lb
hydergr01,8.7,5.4,4.3,1.1,,Right,215lb
iavarma01,7.9,4.4,3.2,8,45.9,Right,210lb
ibakase01,17.2,12.3,7.3,63.9,54.5,Right,235lb
iguodan01,15.7,12.1,5.1,96.4,51.3,Right,215lb
ilgauzy01,18.5,13,7.3,66.3,47.8,Right,238lb
ilicmi01,48.6,0,0.2,0.2,0,Right,230lb
mbengdj01,10.8,1.8,1.5,2.4,47,Right,245lb
ilyaser01,15.4,10.6,5.8,44.9,50.4,Right,235lb
imhofda01,12.3,7.2,7.6,30.1,,Left,220lb
ingelto01,11,3.2,1.3,0.8,42.6,Right,180lb
inglejo01,12.5,8,3.1,23.1,57.5,Left,226lb
inglida01,6.7,1.8,1.6,0.1,39.2,Right,246lb
ingraan01,10.9,4,1.3,0.1,45.7,Right,190lb
ingrabr01,11.7,13.9,4.7,4.5,48.7,Right,190lb
ingramc01,7.6,2.8,4.8,0.7,,Right,210lb
inniger01,12.2,8.8,3.5,5.5,43.4,Right,190lb
irvinby01,16,5.2,1.4,2.1,48.1,Right,190lb
irvinge01,14,9.5,3,16,52.5,Right,200lb
irvinky01,22.1,22.2,3.6,58.4,52.5,Right,193lb
isaacjo01,12.3,8.5,5,4.2,48.7,Right,210lb
isselda01,21.4,22.6,9.1,157.8,50,Right,235lb
iuzzomi01,12.9,9,2,3.7,52.5,Right,175lb
iversal01,20.9,26.7,3.7,99,45.2,Right,165lb
iverswi01,4.7,4.9,1.6,0.1,34.2,Right,180lb
iveyro01,8.4,3.3,1.1,4.5,45.9,Right,200lb
ivoryel01,14.9,4.4,3.3,0.1,44.3,Right,210lb
iwundwe01,8.3,4.4,2.5,2.5,45.7,Right,195lb
jabalwa01,16.3,17.1,6.7,35.1,45.7,Right,200lb
jackja01,14.1,10.8,2.9,36.8,48,Right,200lb
jacksaa01,2.4,8,3,0,38.9,Right,185lb
jacksal01,9.2,0,0,0.1,,Right,185lb
jacksbo01,15.2,9.7,3.1,31.4,47,Right,185lb
jacksce01,5.5,1.7,0.7,0.2,32.5,Right,191lb
jacksda01,8.7,2.2,1.5,1.3,45.6,Right,253lb
jacksde01,13,1.8,0.7,0.2,54.1,Right,201lb
jacksfr01,9.4,8.1,2.2,0.4,49.3,Right,205lb
jacksgr01,7.6,3.7,1.4,0.1,,Right,180lb
jacksja01,10.1,5.5,1.8,11.5,46.9,Right,190lb
jacksja02,16.4,13.8,4.7,3.3,54.9,Right,242lb
jacksje01,8.8,1.9,1.1,1,40.8,Right,204lb
jacksji01,13.5,14.3,4.7,35.8,46.7,Right,220lb
jacksjo02,11.2,12.3,4.5,2.4,45.2,Right,200lb
jacksju01,10.3,7,2.7,3.9,52.4,Right,210lb
jackslu01,12.7,9.9,8.8,22.3,,Right,240lb
jackslu02,9.3,3.5,1.2,0.2,42.6,Left,215lb
jacksma02,14.1,8.4,4.3,13,44.7,Right,270lb
jacksma01,16,9.6,3.8,91.8,48.1,Right,180lb
jacksme01,11.8,11.6,3.3,7.5,42,Right,175lb
jacksmi02,7.7,2.1,0.8,0.2,39.1,Right,183lb
jacksmi01,13.3,10.2,5.7,9,50.9,Right,215lb
jacksmy01,10.6,1.4,0.4,0,22.2,Right,185lb
jacksph01,12.5,6.7,4.3,29.3,45.3,Left,220lb
jackspi01,13,4.4,1.1,0,37.2,Right,180lb
jacksra01,15.6,2,1,0,33.3,Right,190lb
jacksra02,11.5,4.1,1.9,0.1,43.1,Right,215lb
jacksre01,16.1,12.9,3,28.2,47.9,Right,208lb
jacksst01,17.8,2.2,1.6,0.2,53,Right,185lb
jacksst02,14.3,15.1,3.9,36.1,47.1,Right,218lb
jacksto01,17.3,15.9,5.4,10.5,41,Right,200lb
jacksto02,12.9,1,1,0,33.3,Right,170lb
jackstr01,11.8,5.4,1.9,2.4,46.5,Right,205lb
jackswa01,7,4.3,2.4,0.3,,Right,200lb
jacobfr01,0,2.8,0,0.7,,Right,175lb
jacobca01,9.2,5.2,1.8,6.2,48,Right,215lb
jacobsa01,11.2,4.2,1.2,1.1,53,Right,215lb
jamerda01,12,3.4,0.9,0.2,41.3,Right,190lb
jamesaa01,13.6,10.8,4.1,13.1,,Right,210lb
jamesbe01,13.8,2.2,2.3,1.9,49.7,Left,240lb
jamesbi01,4.8,2,0,0,33.3,Right,185lb
jamesda01,8.5,3.8,3.4,0,41.5,Right,225lb
jamesge01,0,3.4,2.9,0.8,,Right,180lb
jameshe01,11.3,6.1,1.5,3.5,48.1,Right,220lb
jamesje01,10.6,4.3,3.1,2.9,48.5,Right,300lb
jamesle01,27.6,27.2,7.4,226.6,54.1,Right,250lb
jamesmi01,14,9.9,2.2,22.3,48.4,Right,188lb
jamesmi02,13.9,9.3,2.5,0.2,42.4,Right,189lb
jamesti01,6.3,1.6,1.1,0,33.5,Right,212lb
jamisan01,18.1,18.5,7.5,87.8,48.5,Right,223lb
jamisha01,11.7,1.9,1.6,0.4,46,Right,260lb
janisjo01,0,10.5,0,6,,Right,200lb
janotho01,0,3.4,0,0.2,,Right,185lb
jaricma01,12,7.1,2.7,12.1,45.3,Right,198lb
jarosto01,0,5.4,2.1,8.5,,Right,185lb
jarviji01,10.2,5.8,1.9,0.9,39.5,Right,175lb
jasiksa01,12.7,6.8,1.6,4.5,48.3,Right,195lb
jawaina01,10.2,2.8,2.4,0.2,43.5,Right,280lb
jeannbu01,0,7.2,0,15.7,,Right,175lb
jeelaab01,17.2,9,3.5,5.4,47.3,Right,210lb
jeffech01,7.2,3.9,1.2,0.5,44.9,Right,225lb
jeffeot01,12.7,3.8,2.6,0.8,46.5,Right,200lb
jeffeal01,20.6,15.7,8.4,71,49.9,Right,289lb
jeffeam01,21.1,2.3,1.8,0.4,62.5,Right,222lb
jeffeco01,13.2,3.5,2.8,0.9,45,Right,218lb
jeffedo01,12.7,4.8,2,0.2,52.3,Right,195lb
jefferi01,14.4,12.6,4,83,51.1,Right,233lb
jeffrja01,9.6,4.8,4.1,13.1,44,Right,230lb
jenkich01,10.7,3.7,0.9,0.5,43.9,Right,220lb
jenkiho01,10.2,2.8,0.6,0,33.3,Right,180lb
jenkijo01,11.7,5,1.5,3,52.4,Right,215lb
jennibr01,15.7,14.1,3,29.9,45.2,Left,170lb
jennike01,15.5,6.6,1.5,7.7,52,Right,160lb
jentch01,11.6,6.2,2.7,0.2,56.3,Right,220lb
jepsele01,8.8,1,1.3,0.1,33.3,Right,237lb
jerebjo01,13.2,6.2,4,25.8,52,Right,231lb
jerregr01,1.5,2,1.1,0.1,28.8,Right,235lb
jetereu01,11.1,4.1,1.1,0.7,42.1,Right,175lb
jeterha01,15.2,0.4,0.2,0,25,Right,190lb
jianlyi01,11.2,7.9,4.9,3.1,42.3,Right,240lb
johnsbr01,2.1,2.1,2.1,0.7,29,Right,210lb
johnsal01,11.4,4.3,2.7,1.5,51.7,Right,240lb
johnsal02,6.3,0.9,1.4,0,28.1,Right,212lb
johnsam01,15.8,7,5.4,55.3,58.2,Right,240lb
johnsan01,11,9.8,4.1,7.9,,Right,215lb
johnsan02,11.2,5.6,1.7,23.2,45.4,Right,190lb
johnsar02,10.4,3.3,1,0.1,47.9,Left,195lb
johnsar01,16,8.7,6.2,39.3,,Right,236lb
johnsav01,14.5,8.4,1.7,56.5,48.1,Left,175lb
johnsbj01,12.8,3.3,1.1,0.1,58.3,Left,200lb
johnsbr02,18.1,2.2,1.6,0.1,44.9,Right,230lb
johnsbu01,11.9,9.1,3.5,20.8,48.8,Right,190lb
johnsca01,8.9,1.8,0.6,0,37.1,Right,180lb
johnsch01,12.5,8.1,2.5,13.4,,Right,170lb
johnsch02,9.4,3,1.6,0,40,Right,195lb
johnsch03,14.3,2.9,1.9,1.5,56.2,Right,210lb
johnsch04,9.7,4.4,2,3.5,48,Left,206lb
johnscl02,9.1,2.8,1.2,0.7,41.2,Right,175lb
johnscl01,12.7,5.4,4.6,25.5,49.2,Right,240lb
