_id,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,shoots,weight
kitegr01,6.5,2.5,3.8,5.6,43.8,Right,250lb
kittlke01,16,14.1,3.9,44.8,49.3,Right,179lb
klebima01,13.2,6.1,3.9,6.3,55.3,Right,240lb
kleinjo01,10.5,4.8,4.1,19.1,45.4,Right,255lb
kleizli01,12.4,8.7,3.6,13.6,50.2,Right,245lb
klierle01,0,7.1,0,2.6,,Right,170lb
klotzhe01,0,1.4,0,0.1,,Right,150lb
kluehdu01,0,8.2,3,6,,Right,175lb
kluttlo01,8.8,0,1.7,0.1,0,Right,220lb
knighbi01,18.2,16.9,5.3,63.9,50.9,Right,195lb
knighbo01,11.9,3.5,0.5,0.1,,Right,185lb
knighbr02,1.2,0,0,0,0,Right,180lb
knighbr03,13.9,14.5,3.2,11.6,47.6,Right,195lb
knighbr01,14.9,7.3,2.4,32.6,41.4,Right,173lb
knighne01,11.3,6.2,1.3,4.2,44.4,Right,175lb
knighro01,10.8,4.7,2.8,0.2,,Right,215lb
knighto01,15.1,12.9,5.1,15.7,51.9,Left,210lb
knightr01,11.4,3.4,3.1,7.9,44.4,Right,235lb
knorele01,0,6.7,0,9.3,,Right,215lb
knostdi01,17.4,2.6,3.4,0.2,,Right,215lb
knowlro01,0.6,1,1,0.1,28.6,Right,215lb
knoxke01,8.7,12.8,4.5,1.3,43.8,Right,215lb
kofoeba01,5.7,1.5,0.5,0,39.7,Right,210lb
kojisdo01,14.9,12.2,5.6,35.8,,Right,215lb
komenmi01,0,9.9,0,1.4,,Right,212lb
komivho01,10.7,10.2,2.4,5,,Left,185lb
koncajo01,9.8,4.5,4.9,29.2,47.3,Right,250lb
kondlto01,11.5,3.3,3,0,40,Right,225lb
koperbu01,10.6,4.6,1.1,1,,Right,210lb
kopicjo01,14.2,3.7,2.7,3.5,49.8,Right,240lb
korkmfu01,10.6,4.9,1.9,1.1,48.4,Right,190lb
kornefr01,6.2,1.9,1.1,0,39.8,Right,225lb
kornelu01,14.4,6.9,3,1.9,50.2,Right,250lb
korolya01,5.6,1.1,0.5,0.1,31.5,Right,203lb
korveky01,12.8,9.9,3,70.9,57.4,Right,212lb
koskito01,4.9,1.2,1.4,0,28.6,Right,215lb
kosmale01,10.4,1.4,1.9,0.6,,Right,245lb
kostean01,0,6.4,0,1.7,,Right,203lb
kottmha01,0,3.1,0,1.6,,Right,220lb
koufoko01,15.4,5.7,5,28.3,53.4,Right,245lb
kozelto01,7.8,2.2,1.8,2.4,,Right,220lb
kozliro01,7.4,2.9,1.9,0.1,36.4,Right,215lb
kramear01,6.6,2,1.5,0.1,31.8,Right,220lb
krameba01,9.3,3.6,1.9,0.1,33.6,Right,200lb
kramejo01,10.8,3.8,2.8,9.1,47.9,Right,203lb
kramest01,12.5,8.5,2.5,4.3,43,Right,200lb
krausda01,0,1.6,0,0.3,,Right,195lb
krauthe01,0,1.3,0,0.1,,Left,190lb
kravtvi01,13.6,2.2,1.4,0.4,67.2,Right,260lb
krebsji01,11.5,8,6.2,12.4,,Right,230lb
kreklwa01,1.9,1.2,0.5,0.3,24.5,Right,175lb
kronto01,11.4,6,3,2.6,39,Right,200lb
kroppto01,9.9,2.5,0.8,0.5,,Right,205lb
krstine01,13.6,10,5.4,21.5,49.4,Right,240lb
krystla01,12,8.2,4.9,15.6,45.8,Right,220lb
kuberst01,11.4,5.5,3.8,11.4,,Right,215lb
kubiale01,0,11.5,0,0.5,,Right,160lb
kuczebr01,0.5,1.9,1.5,0.4,27,Right,230lb
kudelfr01,12.8,7.2,3.2,3.7,,Right,193lb
kuestjo01,11.4,3.3,1,2,42.7,Right,180lb
kukara01,0,4.9,0,3.2,,Right,200lb
kukocto01,17.3,11.6,4.2,59.6,49.2,Left,192lb
kunneke01,14.6,8.3,7.3,22,47.6,Right,230lb
kunzete01,5.1,5,1.6,0.6,34.9,Right,210lb
kupchmi01,16.2,10.2,5.4,27.1,52.3,Right,230lb
kupeccj01,11.5,4.1,2.1,1.8,,Right,220lb
kurucro01,11,8.5,3.9,1.6,51.4,Right,210lb
kurzro01,11.8,3.9,2,0.7,44.7,Right,232lb
kutluib01,12.9,0,0.2,0.1,0,Right,200lb
kuzmaky01,14.1,17.3,5.9,7,52.1,Right,220lb
kuzmiog01,7.6,0.9,1,0.2,52,Right,251lb
kuzmimi01,12.3,6.2,1.8,1.1,49.9,Right,215lb
labissk01,14.9,7.6,4.3,3,49.9,Right,235lb
lacefre01,12.8,3,1.4,0.1,50,Right,230lb
laceyed01,10.5,5.1,3.9,0.5,44.7,Right,190lb
laceysa01,14.2,10.3,9.7,50.9,44.1,Right,235lb
lackebo01,7.3,5.8,2.3,0.1,43.4,Right,200lb
lacoufr01,11.8,6.5,3.3,3.4,,Right,210lb
ladnewe01,12.5,11.6,8.3,3.6,40,Right,220lb
laettch01,16.9,12.8,6.7,64.9,48.6,Right,235lb
lafayol01,12.8,7,4,0,58.3,Right,190lb
lafrera01,16.1,10.1,6.1,39.4,51.6,Left,240lb
lagarto01,11.5,7.6,5.1,6.5,46.2,Right,220lb
laimbbi01,16.1,12.9,9.7,105.6,50.7,Right,245lb
lalicpe01,0,0,0,0,,Right,190lb
lamarbo01,14.6,16.4,2.7,5.4,42.4,Right,180lb
lambdo01,6.3,3.5,1,0.1,45.8,Right,210lb
lambje01,16.1,10.2,3.7,20.8,50.2,Right,185lb
lambejo01,10.4,3.8,3.3,6.9,42.8,Right,225lb
lampje01,11.5,5.1,1.5,5.2,47.4,Right,195lb
lampema01,8.5,3.4,2.2,0.2,41.1,Right,275lb
lamplji01,8.3,3,5,0,33.3,Right,230lb
lamplse01,13.5,4.5,2.1,1.1,46.3,Right,227lb
landrca01,17.5,10.8,4.9,35.9,53.6,Right,248lb
landrma01,7.2,2.4,1.1,0.1,47.7,Right,230lb
landsma01,12.8,5.6,6.1,12.2,48.1,Right,215lb
laneje01,12.6,5.3,5.8,2.3,44.2,Right,230lb
langan01,11.7,6,4.8,28.6,47.1,Right,245lb
langan02,8.8,2.3,1.5,1.7,45.5,Right,205lb
langja01,6.6,1,1,0.1,44.4,Right,285lb
langdtr01,12.2,5.4,1.3,2.9,49.7,Right,197lb
langfke01,2.4,1,1,0,25,Left,215lb
langhda01,8.8,3,1.5,0.3,40.3,Right,220lb
laniebo01,21.7,20.1,10.1,117.1,51.4,Left,250lb
lantzst01,13.4,12.4,3.3,32.5,,Right,175lb
laproni01,8.4,3.3,0.6,0.2,53.2,Right,180lb
laresyo01,9.2,5.1,1.3,0.3,,Right,183lb
larkish01,11.4,5.5,1.9,4.4,46.8,Right,175lb
larueru01,8.9,5,1.3,0.5,43.1,Right,210lb
larusru01,15.4,15.6,9.4,61.4,,Right,220lb
laskojo01,10.9,7.1,2.4,2,,Right,185lb
lasmest01,11.7,5.2,3.3,0.3,45.1,Right,215lb
lattida01,13.6,7.2,5.1,6.3,47.7,Right,225lb
laudepr01,11.3,3.4,1.9,0.8,47.2,Left,325lb
laureri01,7.5,2.4,1,0,,Left,190lb
lauriha01,0.6,1.4,1.7,0,25,Right,178lb
lautewa01,0,4.3,0,1.3,,Right,185lb
lauvejo01,14.3,5.6,3.8,5.2,50.4,Right,220lb
lavelto01,0,6.9,2,4.7,,Right,185lb
lavinza01,14.8,16.1,3.4,8,50.6,Right,200lb
lavoybo01,15,8.2,6.2,15.9,,Right,185lb
lawac01,9.9,3.9,1,1.6,43.4,Right,195lb
lawalga01,9.1,0,0,0,0,Right,234lb
lawreed01,19.4,4,1.3,0.1,62.5,Right,228lb
lawsoja01,21.5,1.5,1.6,0.5,60,Right,240lb
lawsoty01,17.2,12.7,2.7,42.1,50.4,Right,195lb
laymaja01,11.5,4.6,1.8,2.7,52.5,Right,215lb
laytomo01,11.8,6.9,1.3,4.4,44.8,Left,180lb
leaftj01,14,3.4,1.9,2.4,55.2,Right,225lb
leaksma01,15,11.9,9,14.4,44,Right,225lb
learha01,1,1.3,0.3,0,,Left,163lb
leaveal01,14.7,9.5,1.7,29.9,46.2,Right,170lb
leboje01,5.8,1.5,1,0,28.6,Right,180lb
leckner01,9.8,4.1,3.2,6.2,50.8,Right,265lb
ledori01,7,3.9,1.4,0.6,39.4,Right,195lb
leebu01,13.5,8.1,1.4,2.4,45,Right,185lb
leecl01,11.9,7.7,10.3,33.5,,Right,205lb
leeco01,12.2,9.7,2.7,38.7,51.6,Right,215lb
leeda03,12,6.8,2.9,1.1,49.8,Right,210lb
leeda01,17.3,6.4,3.2,1.9,44.6,Right,225lb
leeda02,19.1,13.5,8.8,76,53.6,Left,245lb
leedi01,30.7,0,0.5,0,0,Right,
leedo01,11,2.3,0.6,0.7,47.3,Right,200lb
leege01,12.1,7.5,4.2,6.6,,Right,200lb
leegr01,11.9,2.4,0.5,0.1,52.6,Right,190lb
leeke01,12.2,6.1,4.7,3.7,45.2,Right,215lb
leeku01,5.6,1.4,0.6,0.1,28.9,Right,190lb
leema01,9.5,3.9,1.8,0.4,41.9,Right,200lb
leero02,1,1,0.5,0,50,Right,220lb
leero01,12.4,7.3,2.7,10.7,42.3,Right,193lb
leeru01,14,2.9,1.2,0.5,,Right,185lb
leedeed01,0,7.8,2.1,5.8,,Right,185lb
lefkoha01,0,2.1,0,0.8,,Right,190lb
legleti01,13.6,7,1.6,12.1,52.3,Right,200lb
lehmage01,12.8,11.9,1.6,18.6,47.1,Right,180lb
lemonwa01,14.7,9.4,2.6,0,45.1,Left,180lb
lenal01,15,7.9,6.3,15.6,50.3,Right,250lb
lenarvo01,13.8,11.9,2.8,29.6,49.4,Right,205lb
lentzle01,12,8,6.2,3.4,40.5,Right,200lb
leonaga01,8.6,1.4,1.1,0.1,45.9,Right,250lb
leonaka01,22.6,17.7,6.3,65.8,54.8,Right,230lb
leoname01,12.3,5.6,3.7,13.4,55.6,Right,255lb
leonasl01,10.2,9.9,2.9,3.8,,Right,185lb
lesji01,12.4,3.8,1.2,8.1,50.1,Right,165lb
leslitr01,14.6,1.4,0.9,0.1,35.7,Right,205lb
lestero01,13,7.3,1.9,6.3,47,Right,175lb
lettcl01,3.4,3.5,0.6,0.1,43.2,Right,170lb
leuerjo01,14.5,6.4,3.8,13.2,51.5,Right,228lb
levanan01,4.1,4.5,1.3,0.8,,Right,190lb
leverfa01,17.8,13.9,6,61.2,45.5,Right,170lb
leverca01,13.8,11.1,3.6,5.8,49.7,Right,204lb
levincl01,13.8,7.1,5.2,44.2,51.6,Right,210lb
lewisbo01,9.7,5.8,2.1,1.1,,Right,175lb
lewisce01,62.7,1.3,0.7,0.1,66.7,Right,235lb
lewisfr01,0,8.4,0,0.7,,Right,195lb
lewisfr02,15,16,3.7,53.8,44.6,Right,175lb
lewisgr01,0,5.4,0,4.3,,Right,215lb
lewisma01,11.2,3.6,1.4,0.1,49.3,Right,210lb
lewismi01,17.6,12.1,11.9,24.4,49.8,Right,225lb
lewisqu01,6.7,3.6,1.3,0.8,42.9,Right,215lb
lewisra01,8.5,2.3,1.2,0,41.6,Right,200lb
lewisra02,16.8,14.9,5.2,90.9,52.4,Right,215lb
lewisre01,17.1,17.6,4.3,38.9,49,Right,195lb
liberma01,12.2,7.3,3.5,4,43.5,Right,205lb
lichtto01,12.2,7.9,2.1,5.6,46.6,Right,205lb
lieboba01,9.5,10.9,2.1,1.5,37,Right,180lb
liggide01,7.3,2,1.4,1.6,46.9,Right,209lb
ligonbi01,11.8,3.3,0.7,0.2,,Right,180lb
ligongo01,15.9,12.8,10.9,36.1,48.8,Right,210lb
lillada01,21.4,23.5,4.2,70.3,51,Right,195lb
linje01,15.3,11.6,2.8,23.5,48.5,Right,200lb
lingest01,3.1,1,1.6,0,71.4,Right,225lb
listeal01,12.9,6.6,6.3,36.6,51.2,Right,240lb
littlsa01,10.3,1.7,0.3,0,50,Right,180lb
littlge01,13.5,9,3.3,23.4,48,Right,160lb
livinra01,10,3.8,1.4,2.3,42.9,Right,209lb
livinsh01,12.5,6.3,2.4,29.9,48.8,Right,192lb
livinro01,0,6.3,4.7,2.4,,Right,220lb
llamaho01,10,2.1,1.3,0,48,Right,285lb
lloydbo01,13.9,9,1.8,5.3,41.5,Right,184lb
lloydch01,17.4,4.7,1.8,0.2,45.1,Right,220lb
lloydea01,10.6,8.4,6.4,19.1,,Right,200lb
lloydle01,16.4,13.2,3.1,19.8,52.5,Right,205lb
lloydsc01,8.5,4.6,3,2.5,42.6,Right,230lb
lochmri01,9.5,4.3,2.7,0.6,40.9,Right,215lb
lochmbo01,9,3.7,2.6,0.5,,Right,185lb
lockro01,5.3,1.5,1.6,0.2,28.1,Right,225lb
lockhda01,1.6,2,1.5,0,100,Right,245lb
lockhia01,76.3,4,0,0,100,Right,240lb
loderke01,11.9,5.9,2.3,2.4,46.5,Right,205lb
lofgrdo01,11.7,6.1,3.9,3.1,,Right,200lb
loftoza01,10,0,0,0,0,Right,180lb
loganhe01,13.7,11.6,3.5,5.6,46.7,Right,180lb
loganjo01,0,12.4,4.5,27.8,,Right,175lb
lohaubr01,12.3,5.9,2.8,15.2,49.6,Left,230lb
longar01,9.7,3.5,3.3,0.9,46.1,Right,250lb
longgr01,13.3,9.5,6.1,60.1,47.2,Right,225lb
longjo01,14.2,13.6,2.8,32,47.2,Right,195lb
longpa01,14.7,3.9,0.8,0.8,42.9,Right,180lb
longsh01,24.1,8.2,4.7,0.9,59.2,Right,255lb
longwi01,12.9,11.4,6,6.9,42.1,Right,225lb
longllu01,11.8,7.2,4.9,17.5,46.2,Right,265lb
looneke01,15.9,4.5,3.8,10.3,59.9,Right,220lb
lopezbr01,19.9,17.3,6.5,60.1,52.1,Right,270lb
lopezfe01,11.5,5.8,2.4,3.1,45.1,Right,199lb
lopezra01,12.2,6.5,1.7,2.1,46.4,Right,170lb
lopezro01,16.3,9.1,5.3,43,53.2,Right,275lb
lorthry01,12.9,7.4,1.9,0.4,48.2,Left,190lb
loscuji01,8.3,6.2,5.6,3.4,,Right,220lb
lottpl01,4.1,2.2,1.8,1.3,,Right,210lb
loughke01,13.7,15.3,3,29.8,,Right,190lb
lovebo01,14.9,17.6,5.9,50.4,,Right,215lb
loveke01,21.9,18.3,11.3,78.2,50.2,Right,251lb
lovest01,13.2,6.6,3.9,5.6,44,Right,215lb
lovelcl01,21.6,17,9.5,70.6,,Right,234lb
lowesi01,10.4,2.9,1.7,3.9,37,Right,195lb
lowerch01,10.5,2.3,1,0.2,,Right,185lb
lowryky01,18.4,14.4,4.3,86.7,50.5,Right,196lb
loydjo01,16.3,2.4,0.8,0.2,55.6,Right,210lb
lucasal01,0,1,0,0,,Right,195lb
lucasje01,18.9,17,15.6,98.4,,Right,230lb
lucasjo01,15.9,10.7,2.3,53.7,46.3,Left,175lb
lucaska01,8,1,1.5,0,0,Right,195lb
lucasma01,16.2,14.6,9.1,69,47.2,Right,215lb
lucasjo02,11.8,4.7,1,3.4,45.2,Right,166lb
luckete01,8.3,2.3,1.9,0.4,,Right,205lb
luety01,13.2,8.5,1.7,19.7,49.4,Right,175lb
luisiji01,7.6,2.9,0.8,0,,Right,180lb
lujacal01,0,0.8,0,0,,Right,220lb
lumpkph01,10.5,3.3,1,0.7,,Right,165lb
lumppra01,12.6,8.2,2.2,15.5,,Left,178lb
luwawti01,7.9,5.7,1.9,1.8,46.9,Right,210lb
lydonty01,9.1,0.9,0.7,0.2,61.1,Right,225lb
lylestr01,13.2,7.6,3.9,8.1,49.5,Right,234lb
lynamrb01,0.2,2.4,0.7,0,29.4,Right,190lb
lynchge01,12.8,6.6,5,32.3,46.2,Right,218lb
lynchke01,7.7,3.3,1.3,0.4,44.1,Right,195lb
lynnlo01,9.1,5,5,0.1,40.7,Right,215lb
lynnmi01,4.5,2.6,1.4,0.3,,Right,215lb
mcclesh01,10.1,3,1.1,0.5,44.7,Right,200lb
macalmi01,10.2,1.6,0.8,0,,Right,210lb
macaued01,20.4,17.5,7.5,100.4,,Right,185lb
maccuto01,16.9,6.1,4,11.9,54.1,Right,280lb
macgiro01,7.9,1.3,1.5,0.1,,Right,185lb
machasc01,13.7,1.8,0.1,0,62.5,Right,205lb
macijar01,8.3,2.3,0.5,0,37.8,Right,214lb
mackol01,12,7.2,2.5,2.5,45.8,Right,185lb
macksa01,12.2,7.8,2.1,7.4,49.3,Right,220lb
macksh01,12.3,6.6,2,10.3,47.8,Right,203lb
mackema01,12.6,1.5,1.1,0.1,37.8,Right,248lb
macklru01,10,6.4,2.9,3.2,44.9,Right,205lb
macklve01,18.2,2,1.5,0.5,54.3,Right,227lb
macknjo01,0,7,1.9,2.7,,Right,180lb
macledo01,15.1,10.9,3.8,9.4,46.5,Right,235lb
maconda01,5.5,3.6,1.5,0,46.3,Right,185lb
maconma01,8.9,6.7,1.9,0.1,39.4,Right,185lb
macurjp01,5.7,3,1.5,0,33.3,Right,205lb
macyky01,14,9.5,2.2,36,52.3,Right,175lb
maddoja01,0,0,0,0,,Right,185lb
maddoti01,11.2,1.2,0.8,0,25,Right,190lb
madkige01,8.7,1.7,0.5,0.3,45.1,Right,200lb
madsema01,8.1,2.2,2.6,8.2,45.7,Right,240lb
magerno01,0,5.2,2,0,,Right,185lb
magetjo01,11.9,2.6,1.1,0.4,41.3,Left,160lb
maggeco01,17.9,16,4.9,62.2,47.9,Right,218lb
magleda01,3.9,0.9,0.7,0.1,25,Right,202lb
magloja01,13.5,7.2,6.5,27.7,48,Right,259lb
mahafra01,12.3,11.9,8,16.7,44.5,Left,210lb
mahinia01,12.9,5,4.3,24.7,53.7,Right,262lb
mahnkjo01,10.1,5.8,2.9,1.2,,Right,220lb
mahonbr01,0.3,3.1,0.7,0.4,29.8,Right,175lb
mahonmo01,9.5,1.5,1.1,0,,Right,205lb
mahorri01,11.6,6.9,6.2,51.7,49.3,Right,240lb
majerda01,13.8,11.4,4.5,78.5,50.5,Right,215lb
majorre01,3.7,5,2,0.1,20,Right,200lb
makerth01,11.4,4.6,2.8,4.8,49.2,Right,221lb
malamli01,0,5.9,0,1.7,,Right,150lb
malonje01,15.2,19,2.6,54.2,48.7,Right,205lb
malonka01,23.9,25,10.1,234.6,51.8,Right,250lb
malonmo01,22,20.3,12.3,179.1,49.5,Right,215lb
malonma01,10.6,7.4,1.7,9.5,51.2,Right,192lb
malovst01,7.2,2.1,2.2,0.3,46.3,Right,230lb
maloymi01,12.8,6.2,3.8,0.9,42.4,Right,215lb
manakte01,7.2,2.4,0.6,0,,Right,180lb
mandijo01,0,4.1,0,2.4,,Right,205lb
mangifr01,0,0.8,0,0.1,,Right,195lb
mannida01,16.9,14,5.2,55.1,51.3,Right,230lb
mannied01,10.8,5.9,4.5,14.6,44.8,Right,210lb
mannigu01,14.1,8.3,4.8,0.9,39.2,Right,195lb
manniri01,8.1,3.3,1.7,0.3,42.1,Right,253lb
mannipa01,9.4,3.1,1.2,1.7,42.5,Right,190lb
mantini01,7.3,4.5,1.8,0.8,,Right,190lb
maravpe01,18.4,24.2,4.2,46.7,44.1,Right,197lb
maravpr01,0,4.6,0,0.7,,Right,185lb
marblde01,5.5,2.2,1.6,0.3,35.7,Right,200lb
marblro01,4,1.9,1.1,0.5,25.7,Right,190lb
marbust01,18.7,19.3,3,77.5,47,Right,180lb
marcisa01,16.7,12.8,2.3,20,52.6,Left,200lb
mariasa01,0,7.7,0,1.1,,Right,165lb
marinja01,15.2,14.8,5.2,59.3,,Left,200lb
mariosh01,18.8,15.2,8.7,124.9,51,Right,220lb
marjabo01,26.4,6.2,3.9,9.7,58.5,Right,290lb
markkla01,16.3,16.7,8.2,6.1,51.2,Right,240lb
markoda01,5,1.7,1,0.2,42.3,Right,225lb
marksse01,9.1,2.8,2.2,2.6,45.2,Right,250lb
marlaha01,8.8,3.7,1.4,0.1,,Right,185lb
marshji01,8.6,3.1,2.2,0.3,,Right,215lb
marshri01,8.4,4.5,1.3,0.5,,Right,200lb
marshdo02,8.7,2.5,1,0.9,39.9,Right,230lb
marshdo01,16.8,11.2,6.7,59,48.3,Right,218lb
marshke01,10.7,5,1.6,1,48,Left,200lb
marshra01,8.1,2.7,1,0.2,39.3,Right,190lb
marshto01,13.4,5.7,2.9,4.1,,Right,215lb
marshve01,3.4,1.3,2.8,0.1,,Right,200lb
martibi01,10.4,4.7,1.6,0.3,44.9,Right,205lb
martibo01,6.8,2.1,2.2,0.3,44.1,Right,250lb
martibr01,1.6,0.8,0.5,0.1,42.9,Right,212lb
martica01,10.1,5.1,1.9,3.7,49.1,Right,220lb
marticu01,4.2,1.3,0.4,0.1,37.5,Right,213lb
martida01,12.5,6.9,1.1,9.6,43.8,Left,170lb
martidi01,0,9.1,0,1.8,,Right,160lb
martido01,0,3,0,1.3,,Right,210lb
martife01,0.9,0.9,1.2,0.4,29,Right,220lb
martija01,10.5,5.4,3.5,3.2,47,Right,239lb
martije01,9.3,6.7,2,2.1,43.3,Right,195lb
martike01,15,12.3,6.8,48,48.7,Right,234lb
martike02,17.7,17.4,3.2,61.3,50.2,Right,199lb
martila01,12.1,5.3,4.6,1.9,,Right,208lb
martima01,9.3,3,0.9,0.3,38.8,Right,200lb
martiph01,6.6,1.7,1.4,0.1,,Right,190lb
martisl01,11.6,9.8,3.4,47.5,,Right,170lb
martiwh01,5.4,3.4,2.4,0.5,,Right,185lb
mashbja01,15.7,19.1,5.4,43.7,45.6,Right,240lb
masinal01,9.3,4.8,2.1,3,,Right,174lb
masonan01,14.6,10.9,8.3,88.3,51,Left,250lb
masonde01,12.7,12.1,4.5,23.1,45.4,Right,224lb
masonfr01,12.8,6.8,1.9,0.9,43.3,Right,190lb
masonro01,10.9,6.3,1.7,13,50.9,Right,200lb
masseto01,11.9,6.2,4.3,15.6,47,Right,220lb
masted01,10,2.5,2.4,0.4,,Right,220lb
matenya01,5.7,1,1.5,0,25,Right,240lb
mathima01,18,2,2.5,0.1,57.1,Right,230lb
mathijo01,7.3,3.4,3.8,0.3,37.1,Right,220lb
matthwe01,13,7.9,1.3,11,48.4,Right,170lb
matthwe02,13.3,13.7,3.1,47.8,52.2,Right,220lb
maughar01,0,7.9,4,4.2,,Right,190lb
maxeyma01,15.6,4.9,3.7,2.6,54.2,Right,250lb
maxieja01,13,5.6,4.2,20.3,49.5,Right,260lb
maxwece01,16.4,12.5,6.3,78.5,54.6,Right,205lb
maxweve01,12.7,12.8,2.6,27.4,46.2,Right,180lb
maydo01,14.4,8.8,3.5,11.4,,Left,200lb
maysc01,14.2,10.4,4.1,17.4,46.2,Right,215lb
mayse01,14.9,6.9,4,2.6,46,Right,266lb
maybele01,10.1,5.1,1.3,7.9,49.8,Right,172lb
mayescl01,10.8,4,3.8,0.9,,Right,225lb
mayesth01,6.4,4.1,0.7,0.4,37.9,Right,175lb
mayfibi01,6.8,2.4,1.3,0,44.4,Right,205lb
mayfike01,7.3,2.8,0.6,0.2,,Right,185lb
maynoer01,10.6,4.3,1.3,3.3,44.2,Right,175lb
mayooj01,13.4,13.8,3.1,21.8,49.4,Right,210lb
maystr01,11.7,11.1,2,2.4,45.9,Right,190lb
mazzama01,0,3.8,0,0,,Right,210lb
mbahalu01,10.7,6.4,4.1,26,48.2,Right,230lb
mcadobo01,20.7,22.1,9.4,89.1,50.3,Right,210lb
mcadoja01,14.6,3,1.7,2.4,53.8,Right,230lb
mcbrike01,7.9,9.8,2.6,0.4,,Right,190lb
mccalta01,9.6,4,1,0,66.7,Right,195lb
mccalra01,11,6,2,2.1,44.7,Right,190lb
mccanbo01,10.2,4.2,2.6,2,48,Left,244lb
mccanbr01,6.4,1.8,1.2,0.6,,Right,178lb
mccanme01,5.1,1.7,0.5,0,30.8,Right,240lb
mccanra01,12.9,10,2,3.6,49.9,Right,207lb
mccarmi01,0,9.7,0,4.3,,Right,180lb
mccaran01,10.4,3.8,0.9,1.1,43.4,Right,190lb
mccarwi01,8.8,7,1.6,1,,Right,175lb
mccarjo01,8.8,7.8,3.6,4.7,,Right,185lb
mccarho01,0,1.1,0,1.1,,Right,190lb
mccarke01,31.7,2,1.5,0,66.7,Right,200lb
mccarwa01,10.1,5.2,2.6,13.7,47.4,Right,230lb
mccasam01,7.7,1.8,1.9,0.5,37.7,Right,235lb
mccawpa01,7.9,3.7,1.5,2.8,48.5,Right,185lb
mccladw01,8.3,3.5,0.7,0.3,38.6,Right,185lb
mcclate01,12.5,8.4,2.9,21.2,45.3,Right,180lb
mcclida01,9.9,3,2.8,0,50,Right,270lb
mccloja01,7.8,6,3,0,,Right,190lb
mccloge01,12.7,9,3.1,24.6,47.7,Right,205lb
mccolcj01,17.2,17.8,3.1,27.9,52.2,Right,190lb
mcconjo01,1.7,1.3,1.8,0.5,,Right,195lb
mcconbu01,11.6,4.9,2.4,0.5,,Right,170lb
mccontj01,13.5,6.4,2.9,12.4,51,Right,190lb
mccorke01,7.9,2,1,0,50,Right,210lb
mccorti01,12.8,8.3,4.9,21.5,53.5,Right,240lb
mccoyje01,12.6,4.6,3.5,5.1,53.9,Right,245lb
mccrapa01,11,4.3,2,0.5,,Right,180lb
mccrach01,20.7,0,0,0.1,0,Right,192lb
mccraro01,14.4,11.7,6.6,56,50.7,Right,220lb
mccrasc01,8.3,2.9,2.5,0.4,42.3,Right,215lb
mccreer01,8.9,0,0.3,0.1,0,Left,225lb
mcculch01,13.2,3.3,1.9,0.6,46.7,Right,200lb
mcculjo01,30.7,2.6,0.5,0.1,69.2,Right,190lb
mcdancl01,15.6,2.5,0.8,0.2,39.1,Right,180lb
mcdanxa01,16.1,15.6,6.1,47.8,48.9,Right,205lb
mcdanji01,16.8,10,6.5,9.1,46.6,Right,228lb
mcdankj01,10.8,5.3,2.2,1.3,46.4,Right,205lb
mcderdo01,10.7,7.8,2.1,10.6,54.5,Right,225lb
mcdonbe01,8.3,6,3.2,2.5,47.3,Right,210lb
mcdongl01,10.3,4.2,1.5,1.1,,Right,190lb
mcdonmi01,22.1,0,1,0.1,0,Right,232lb
mcdonro01,15.2,3.2,2.3,1.1,45.4,Right,205lb
mcdowha01,10,2.9,2.3,2,45.1,Right,215lb
mcdyean01,17.2,12,7.5,69.8,49.7,Right,220lb
mcelrji01,12.9,9.9,2,14,46.9,Right,190lb
mcfarpa01,13.3,6.4,2,2.4,46.5,Right,185lb
mcfariv01,12.2,1.4,1,0.1,38.5,Right,240lb
mcgahme01,0,3.5,0,1.5,,Right,190lb
mcgarmi01,15.4,4.4,3.5,1.3,52.7,Left,255lb
mcgeeja01,19.5,8,5.1,31.9,57,Right,270lb
mcgeemi01,14,9.6,2.1,15.1,52.3,Right,190lb
mcgilbi01,19,10.5,4.4,16.9,51.4,Right,225lb
mcginge01,20,20.2,11,74.6,46.1,Right,235lb
mcglojo01,13.6,11.6,2.4,47.1,,Right,205lb
mcgratr01,22.1,19.6,5.6,97.3,47,Right,210lb
mcgregi01,6.8,4.1,3.5,0.4,,Right,240lb
mcgriel01,12.8,6,4.6,1.6,47.7,Right,225lb
mcgruro01,9.4,6.7,3.2,5.6,49.8,Right,200lb
mcguial01,11.1,4,2.2,5.5,,Right,180lb
mcguial02,10.3,2,1,0,,Right,175lb
mcguidi01,15.5,8,4.2,50.9,,Right,180lb
mcguido01,9.8,2.7,3.4,4.1,42,Right,220lb
mchalke01,20,17.9,7.3,113,55.5,Right,210lb
mcharma01,9.4,12.4,3.2,5,40.6,Right,185lb
mcilvji01,10,2.7,3.1,9.4,44.7,Right,240lb
mcinnje01,12.6,9.4,2,23.1,46.1,Right,190lb
mcintke01,6.8,5.3,3.9,1.5,,Right,225lb
mcintbo01,9.3,7.1,4.3,0.1,37.7,Right,215lb
mckeeje01,29.8,0,0,0,0,Right,190lb
mckenke01,10.5,5.4,1.3,4,45.6,Right,195lb
mckenfo01,2.2,2.8,1.2,0.2,26.8,Right,200lb
mckenst01,13.2,9,2.8,14.5,,Right,195lb
